judul,isi,hari,tanggal,jam,kategori,sub_kategori,link,keyword
KPAI Sebut Program Barak Militer Berpotensi Langgar Hak Anak,"Komisi Perlindungan Anak Indonesia (KPAI) membeberkan hasil pengawasan terhadap program Pemprov Jabar terkait pendidikan barak militer bagi anak nakal atau berperilaku khusus. Ketua KPAI Ai Maryati Solihah menyampaikan program ini berpotensi melanggar hak anak.

Ai awalnya menyampaikan bahwa masih terpisahnya sumber daya yang memiliki keterampilan child safeguarding dalam program barak militer. Dalam pengawasannya, KPAI telah mendatangi barak militer di Purwakarta dan Bandung.

""Kalau dari edaran yang dikeluarkan hanya disetujui orang tua, kerja sama pemda dengan jajaran TNI. Gimana dengan referensi rujukan persetujuan? Pertama dari psikolog ahli yang menangani memahami perkembangan anak,"" ujarnya dalam jumpa pers secara daring, Jumat (16/5/2025).

SCROLL TO CONTINUE WITH CONTENT

Berdasarkan hasil pengawasan KPAI, peserta program barak militer tidak ditentukan berdasarkan asesmen psikologi profesional. Melainkan hanya guru BK. Ditemukan juga adanya ancaman siswa yang menolak ikut program tidak naik kelas.

Ai kemudian ditanya apakah dengan belum adanya psikolog, program barak militer berpotensi melanggar hak anak. Ai menyebut potensi ke arah pelanggaran hak anak bisa terjadi. Dia mengatakan hal itu terjadi karena belum tidak adanya referensi asesmen yang jelas.

""Kami mengharapkan tak terjadi pelanggaran hak anak ini, tapi potensi mengarah ke situ ada. Di antaranya tadi hilangnya referensi asesmen yang jelas, karena dari hasil-hasil peruntukannya bagi siapa, tapi yang hadir siapa. Bahkan ada 6,7 persen (anak) mengatakan tak tahu kenapa saya ada di sini. Artinya ada bentuk lain yang lebih kita implementasikan lebih maksimal,"" jelasnya.

Adapun hasil pengawasan KPAI yang disampaikan yakni belum optimalnya perhatian terhadap regulasi yang mengatur perlindungan anak. Kemudian belum adanya standar baku yang menjadi acuan dalam penyelenggaraan program barak militer.

KPAI juga menemukan latar belakang para siswa yang mengikuti program di dua lokasi barak militer di Bandung dan Purwakarta. Penyebab utama para siswa masuk ke barak militer karena kebiasaan merokok, disusul sering bolos sekolah.

Kemudian baru di urutan ketiga siswa masuk barak mili karena keterlibatan tawuran. KPAI juga menyampaikan 6,7 persen siswa tidak tau alasan mengikuti program barak militer.

""Temuan ini menunjukkan perlunya peninjauan kembali terhadap ketepatan sasaran peserta dalam pelaksanaan program,"" kata Wakil Ketua KPAI Jasra Putra menambahkan.

",Jumat,16 Mei  2025,16:54 WIB,detikNews,Berita,https://news.detik.com/berita/d-7917553/kpai-sebut-program-barak-militer-berpotensi-langgar-hak-anak,KDM barak militer
KDM Diminta Masukkan Onana ke Barak Usai MU Keok Final UEL vs Spurs,"Manchester United kembali menelan pil pahit usai takluk 0-1 dari Tottenham Hotspur pada final Liga Europa 2024/2025 yang berlangsung di San Mames, Rabu (22/5/2025). Gol tunggal kemenangan Spurs bikin kiper Andre Onana menjadi sorotan utama netizen di media sosial.

Pertandingan final yang seharusnya menjadi penutup manis musim ini bagi Manchester United justru berakhir antiklimaks. Gol kemenangan Tottenham tercipta dari sebuah crossing yang gagal diantisipasi Onana, memicu reaksi keras dari fans.

Kegagalan Onana menjaga gawang dengan baik di laga krusial ini membuat fans Manchester United semakin geram. Banyak yang menyerukan agar klub segera melepas kiper asal Kamerun tersebut.

SCROLL TO CONTINUE WITH CONTENT

Tak hanya itu, candaan khas netizen Indonesia juga mewarnai linimasa. Banyak yang meminta Gubernur Jawa Barat Dedi Mulyadi memasukan Onana ke barak. Berikut rangkuman kicauan warganet:

""Akhirnya musim ini MU cuma dapet hikmah. Selain anak nakal, Shaw dan Onana layak masuk barak KDM,"" kata @rizkiiiii.

""pak kdm tolong onana dibawa ke barak aja,"" minta @re_search30.

""pak dedi bawa aja si emyu emyu itu ke barak terutama onana suruh sikap tobat pls 🙏🏻,"" tulis @iiksanboy.

""pak kdm tolong onana dibawa ke barak aja,"" usul @re_search30.

""Hanya bisa tersenyum setiap liat ulah Onana yg bikin MU kalah,"" ungkap @pancabagusa

""Yg jelas musim ini musim paling buruk, ga ada hoki2nya. Musim depan kalau masih ada onana, yaudah jadi bahan lawakan,"" kata @lukmannnsyah.











",Kamis,22 Mei  2025,07:15 WIB,detikInet,Cyberlife,https://inet.detik.com/cyberlife/d-7926030/kdm-diminta-masukkan-onana-ke-barak-usai-mu-keok-final-uel-vs-spurs,KDM barak militer
Dedi Mulyadi Jawab Kritik KPAI soal Anak Bermasalah ke Barak Militer,"Gubernur Jawa Barat Dedi Mulyadi menyempatkan hadir dalam penutupan Pendidikan Karakter anak-anak SMP di Resimen Armed 1 Sthira Yudha Purwakarta, Dedi memberikan motivasi kepada 39 anak yang sudah selesai menjalani pendidikan karakter.

Sementara itu, ia menanggapi kritikan dan temuan oleh KPAI dalam pendidikan berkarakter baik di Purwakarta maupun di Dodik Rindam III/ Siliwangi. Dedi menantang KPAI untuk membina ratusan anak yang bermasalah di Jawa Barat.

""Saya ke KPAI, kan melindungi anak-anak tugas KPAI, karena melindungi tugas KPAI maka KPAI ambil peran, kalau hanya berkomentar dan memberikan rekomendasi apa maknanya,sok(silakan) ambil peransokambil berapa ratus anak-anak di Jabar yang bermasalah kemudian bina,"" ujar Dedi Mulyadi usai penutupan pendidikan berkarakter Resimen Armed 1 Purwakarta, Minggu (18/5/2025).

SCROLL TO CONTINUE WITH CONTENT

Dedi menjelaskan jika banyak permasalahan di Jawa barat yang melibatkan anak-anak, kasus pelecehan seksual, kenakalan remaja hingga kriminalitas

""Saya kerja demi rakyat bukan untuk siapapun, hari ini di Jawa barat pelecehan anak di bawah umur itu masif baik oleh ayah tiri paman atau oknum guru ngaji, saya sampaikan ke KPAI saya setiap hari dengan Kapolres melakukan langkah tindakan, saya sampai tiap hari di rumah saya penuh orang tua yang nginep karena meminta perlindungan terhadap seksual pencabulan kepada anak-anak, mereka bingung terhadap pelaku bingung bolak balik biaya di pemeriksaan,"" katanya.

Masih kata Dedi, ia mengambil kebijakan dalam membina anak-anak bermasalah bekerjasama dengan TNI-POLRI, karena jika dibiarkan anak-anak tersebut akan semakin terjerumus di jalan yang salah.

""Mari kita ambil peran jangan sampai orang ambil kebijakan rame-rame digebukin, kalo kayak saya enggak masalah tapi kalau mentalnya lemah tidak akan mau mengurus orang lain karena takut disalahkan,"" pungkasnya.",Minggu,18 Mei  2025,20:35 WIB,detikJabar,Berita,https://www.detik.com/jabar/berita/d-7920326/dedi-mulyadi-jawab-kritik-kpai-soal-anak-bermasalah-ke-barak-militer,KDM barak militer
"3.559 ASN Cianjur Dilantik di Barak Militer, Ini Alasannya","Sebanyak 3.559 Pegawai Pemerintah dengan Perjanjian Kerja (PPPK) dan Calon Pegawai Negeri Sipil (CPNS) formasi 2024 di Kabupaten Cianjur akhirnya dilantik, Rabu (14/5/2025). Namun pelantikan tidak digelar di halaman kantor pemerintahan tapi di lapangan barak militer Batalyon Infantri Raider 300.

Plt Kepala Badan Kepegawaian dan Pengembangan Sumber Daya Manusia (BKPSDM) Kabupaten Cianjur Ahmad Rifai, mengatakan 3.559 orang yang dilantik terdiri dari 46 orang CPNS dan 3.513 PPPK. Untuk PPPK terbanyak berasal dari formasi tenaga pengajar atau guru.

""Untuk PPPK guru mencapai 3.059 orang, kemudian PPPK Tenaga Kesehatan (Nakes) sebanyak 158 orang, PPPK teknis 296 orang, dan 46 orang lainnya CPNS,"" kata dia, Rabu (14/5/2025).

SCROLL TO CONTINUE WITH CONTENT

Menurut dia, setelah ini ada 4.500 honorer lainnya yang mengikuti seleksi di Bandung dan akan dilantik pada formasi berikutnya. ""Belum selesai, nanti ada lagi pengangkatan setelah seleksi. Kami upayakan agar honorer bisa diangkat seluruhnya sebagai PPPK,"" tuturnya.

Sementara itu, Bupati Cianjur dr Muhammad Wahyu, mengatakan awalnya pelantikan CPNS dan PPPK akan dilakukan pada tahun depan, namun dipercepat. ""Kita percepat sebagai penghargaan atas pengabdian mereka. Sehingga mereka bisa semangat dan bekerja lebih maksimal untuk melayani masyarakat,"" kata dia.

Terkait pelantikan yang dilakukan di barak, Wahyu berasalan jika hal itu dilakukan untuk meningkatkan kedisiplinan para ASN.

""Jangan hanya siswa yang dibina di barak, ASN juga merasakan minimalnya saat pelantikannya di sini. Supaya ada peningkatan kedisiplinan. Untuk pembinaan lebih lanjut nanti oleh dinas terkait,"" kata dia.",Rabu,14 Mei  2025,18:45 WIB,detikJabar,Berita,https://www.detik.com/jabar/berita/d-7914044/3-559-asn-cianjur-dilantik-di-barak-militer-ini-alasannya,KDM barak militer
Kata Menko PMK Soal Kebijakan Anak Nakal Dikirim ke Barak Militer,"Kebijakan Gubernur Jawa Barat, Dedi Mulyadi mengirim anak bermasalah ke barak militer menjadi sorotan banyak pihak. Menteri Koordinator Bidang Pembangunan Manusia dan Kebudayaan (Menko PMK) Pratikno turut bersuara.

""Saya belum pernah membaca studi tentang itu. Jadi, mungkin teman-teman yang lain sudah ada studi tentang itu, saya tidak tahu,"" kata Pratikno saat di Surabaya, Sabtu (17/5/2025).

Namun ia enggan menjawab lebih banyak lagi. Sebab merasa tak berkompen perihal ini. ""Tapi saya tidak kompetensi untuk menjawab hal tersebut,"" ujarnya.

SCROLL TO CONTINUE WITH CONTENT

Menurutnya, kebijakan seperti itu menjadi keputusan daerah masing-masing. Untuk itu, Pratikno pun enggan mengomentari lebih lanjut.

""Saya enggak ada komentar lah. Ini kan keputusan masing-masing daerah ini,"" pungkasnya.

Seperti diketahui, siswa sekolah yang dianggap nakal di Jawa Barat mulai dikirim ke markas TNI untuk mengikuti pendidikan karakter. Kebijakan tersebut dibuat Gubernur Dedi Mulyadi. Dedi kemudian mengungkap alasannya mengirim siswa nakal untuk mengikuti pendidikan karakter di markas TNI.

Usai menjadi pembina upacara Hari Pendidikan Nasional di Rindam III Siliwangi, Kota Bandung, Jumat (2/5/2025), Dedi mengatakan, mereka yang dikirim untuk mengikuti pendidikan karakter di barak-barak TNI adalah siswa yang dikatakan nakal dan orang tuanya yang tak lagi sanggup untuk mendidik.

""Yang sudah mengarah pada tindakan-tindakan kriminal dan orang tuanya tidak punya kesanggupan untuk mendidik. Artinya bahwa yang diserahkan itu adalah siswa yang oleh orang tuanya di rumahnya sudah tidak mau lagi, tidak mampu lagi untuk mendidik,"" kata Dedi seperti dilansir dari detikJabar.",Sabtu,17 Mei  2025,17:00 WIB,detikJatim,Berita,https://www.detik.com/jatim/berita/d-7918739/kata-menko-pmk-soal-kebijakan-anak-nakal-dikirim-ke-barak-militer,KDM barak militer
Video Masalah yang Ditemukan KPAI soal Asesmen Siswa Masuk Barak Militer,"Komisi Perlindungan Anak Indonesia (KPAI) menyoroti masalah asesmen atau penilaian siswa yang dimasukkan ke barak militer. KPAI menyebut penilaian ini seharusnya dilakukan oleh psikolog profesional. Sementara temuan KPAI di lapangan, mereka yang dimasukkan ke barak atas rekomendasi guru BK. Di satu sisi, ada 3 SMP di Purwakarta yang ternyata tak memiliki guru BK, namun ada siswa yang dikirim ke barak. Masalah ini pun menimbulkan pertanyaan dari KPAI.",4,"628 Views  |  Sabtu, 17 Mei  2025",11:20 WIB,,,https://20.detik.com/detikupdate/20250517-250517059/video-masalah-yang-ditemukan-kpai-soal-asesmen-siswa-masuk-barak-militer,KDM barak militer
Sederet Fakta Oknum Bobotoh Rusak Stadion GBLA,"Stadion GBLA ternodai oleh sejumlah oknum bobotoh setelah laga pamungkas Persib Bandung melawan Persis Solo, Sabtu (24/5). Ulah tak bertanggungjawab dilakukan mulai dari mencabut rumput stadion bahkan menggunting jala gawang setelah laga itu selesai digelar.Aksi ini pun memantik perhatian Gubernur Jabar Dedi Mulyadi yang ikut menjadi geram. Lantas, bagaimana kronologi insiden ini bisa terjadi? Berikut ini rangkuman sederet faktanya:

Pilihan Proses Pidana Atau Sanksi Masuk Barak Militer

Dedi Mulyadi memastikan telah memerintahkan aparat untuk mengusut insiden tersebut. Pilihannya untuk si pelaku ada dua, yaitu proses pidana atau dimasukkan ke barak militer.""Tunggu aparat akan segera datang menjemput untuk dilakukan klarifikasi dan pemeriksaan. Apabila terbukti itu pidana, akan diproses,"" katanya melalui unggahan di akun Instagram pribadinya, Senin (26/5/2025).""Apabila di bawah umur, maka barak militer adalah tempat untuk anda semua dilakukan pembinaan sampai anda menyadari tindakan anda memang salah,"" tuturnya menambahkan.Perintah Usut Pelaku PerusakanDedi Mulyadi juga mengaku sudah menelepon Kapolrestabes Bandung Kombes Budi Sartono. Ia meminta supaya kejadian itu diusut tuntas.""Saya sudah telepon Kapolrestabes-nya dan timnya sudah bergerak. Jadi nanti dilihat di profilnya, kalau di profilnya ada di KTP kan mudah. Tapi kalau tidak ada, tetap mau dicari,"" kata Dedi Mulyadi usai rapat paripurna di Gedung DPRD Jabar.Minta Jaga Citra BobotohIa mengatakan, ulah sejumlah oknum bobotoh itu telah mencederai karakter dari sesama suporter Persib Bandung. Sebab menurutnya, bobotoh secara keseluruhan harusnya bisa menjaga citra bahwa mereka bukan suporter arogan.""Karena itu mencederai karakter dari bobotoh. Para pendukung Persib itu kan pendukung cerdas, bukan pendukung emosional,"" ungkapnya.""Dan paling utama dari saya adalah, Persib kan identik dengan Jawa Barat. Jawa Barat identik dengan orang Sunda. Jangan sampai terbangun citra bahwa para pendukung kita bukan pendukung yang berpendidikan, tapi pendukung yang arogan. Nah itu kan tindakan kriminal, jadi itu harus ditindak,"" tandasnya.Persib Sayangkan Tindakan PerusakanManajemen Persib, PT Persib Bandung Bermartabat (PBB) merespons kondisi Stadion GBLA yang dirusak oknum bobotoh. Menajemen pun menyayangkan karena Persib telah resmi mengelola stadion tersebut selama 30 tahun.Deputy CEO PT Persib Bandung Bermartabat Adhitia Putra Herawan pun mengaku prihatin dengan kondisi kerusakan yang terjadi di GBLA. Sebab menurutnya, manajemen saat ini sedang membenahi stadion itu untuk menjadi kebanggaan warga Bandung.""Kami sangat menyayangkan adanya kerusakan di beberapa bagian stadion GBLA pascapertandingan kemarin. Padahal, saat ini kami sedang terus berupaya untuk membenahi dan mempercantik GBLA agar bisa menjadi tempat yang semakin nyaman dan membanggakan, baik untuk pemain maupun seluruh pendukung Persib,"" kata Adhitia dalam keterangan resminya.GBLA Diproyeksikan untuk Ikon Kota BandungMenurut Adhitia, GBLA sedang diproyeksikan tak hanya sekedar menjadi stadion tempat pertandingan digelar. Tapi manajemen menginginkan stadion yang terletak di Kecamatan Gedebage itu menjadi ikon Kota Bandung supaya memiliki nilai historis dan emosional yang kuat bagi masyarakat.""GBLA adalah salah satu ikon Kota Bandung yang harus kita jaga bersama. Ini adalah rumah bagi klub yang kita cintai dan kita banggakan, yaitu Persib. Semua pihak tentu memiliki tanggung jawab untuk merawat dan menjaga tempat ini, agar tetap menjadi kebanggaan kita semua,"" tuturnya.Tak Mau Salahkan Pihak ManapunSoal kerusakan, Adhitia menegaskan manajemen tidak dalam posisi untuk menyalahkan pihak mana pun. Ia lebih mendorong agar seluruh suporter dan masyarakat bisa bersama-sama menjaga fasilitas publik, khususnya yang berkaitan dengan sepak bola dan Persib.

SCROLL TO CONTINUE WITH CONTENT

""Kami percaya bahwa semangat cinta terhadap klub bisa diwujudkan dalam bentuk yang lebih positif dan membangun. Menjaga GBLA adalah salah satu bentuk nyata dukungan dan kecintaan terhadap Persib,"" pungkasnya.

Manajemen pun berharap kejadian ini dapat menjadi refleksi bersama. Itu supaya mendorong terciptanya atmosfer pertandingan yang lebih aman, nyaman, dan membanggakan ke depannya.",Selasa,27 Mei  2025,10:00 WIB,detikJabar,Sepakbola,https://www.detik.com/jabar/sepakbola/d-7933892/sederet-fakta-oknum-bobotoh-rusak-stadion-gbla,KDM barak militer
Pakar Ungkap Risiko Anak Dikirim ke Barak Militer: Kekerasan Fisik-Diskriminasi,"ADVERTISEMENT

Kebijakan Gubernur Jawa Barat, Kang Dedi Mulyadi (KDM) soal pengiriman anak bermasalah untuk dididik di barak militer menuai pro dan kontra. Sebagian setuju tetapi sebagian lain sebaliknya.

Sementara itu, menurut pakar pendidikan sekaligus dosen Fakultas Hukum Universitas Airlangga (Unair), Zendy Wulan Ayu Prameswari SH LLM, kebijakan tersebut perlu dikaji lagi lebih mendalam.

Zendy menegaskan bahwa orang yang dikenai kebijakan adalah anak sekolah. Jika dilihat dari segi hukum perlindungan anak, kebijakan masuk barak militer dapat bertentangan dengan prinsip utama dalam Konvensi Hak Anak.

SCROLL TO CONTINUE WITH CONTENT

""Tempat ini memiliki potensi besar melanggar prinsip Hak Hidup, Kelangsungan dan Perkembangan Anak,"" katanya, dilansir dari laman Unair, Jumat (16/5/2025).

Hal yang Zendy sorot lainnya adalah jaminan keamanan anak. Bagaimana pun juga, menurutnya barak militer bukanlah lingkungan yang sesuai dengan usia anak sekolah.

""Ketika anak tinggal di lingkungan yang tidak sesuai dengan kebutuhan tumbuh kembangnya, risiko kekerasan fisik maupun psikis menjadi sangat tinggi,"" ujarnya.

Tak cuma itu, risiko diskriminasi bisa kapan saja terjadi. Anak-anak yang menjalani didikan di barak bisa mendapat stigma 'nakal' atau 'bermasalah' dari masyarakat.

Oleh karena itu, Zendy menyarankan harus ada kriteria yang jelas dalam memboyong anak-anak masuk barak. Jika tidak, hal tersebut tidak adil bagi anak.

""Harus jelas kriteria yang digunakan. Kalau tidak, ini bisa menimbulkan diskriminasi yang melanggar hak anak untuk diperlakukan secara adil,"" ungkapnya.

Meskipun masih anak-anak dan perlu benar-benar dididik, Zendy menegaskan bahwa bahwa anak di bawah umur adalah manusia. Anak berhak berpendapat dan memutuskan apakah bersedia menjalani pendidikan di barak.

""Apakah pendapat anak didengar dan dipertimbangkan secara sungguh-sungguh, atau justru keputusan diambil sepihak oleh orang tua, sekolah, atau pemerintah?"" tegasnya.

Atas kemungkinan risiko-risiko di tersebut, Zendy menyarankan agar kebijakan dilakukan dengan pendekatan berbasis hak anak. Selain itu, pemerintah harus memandang anak sebagai subjek hak, bukan objek hukuman.

""Pemerintah seharusnya memberi bimbingan, pendampingan psikososial, melibatkan anak dalam pengambilan keputusan, serta memperlakukan mereka sebagai subjek hak, bukan objek hukuman,"" jelasnya.

Untuk menjaga psikis anak tetap baik, Zendy juga memberi saran keterlibatan profesional seperti konselor atau psikolog anak. Ia mengingatkan bahwa pendidikan karakter tidak bisa disederhanakan sebagai hukuman fisik.

""Anak-anak harus diberdayakan dengan pendekatan yang memahami latar belakang mereka dan tidak mengorbankan hak-haknya. Satu lagi, hal yang perlu mendapatkan perhatian untuk program ini adalah pentingnya pengawasan. Siapa yang akan mendapat kewenangan untuk mengawasi pelaksanaan program ini adalah hal yang krusial,"" tutup Zendy.",Jumat,16 Mei  2025,16:00 WIB,detikEdu,Sekolah,https://www.detik.com/edu/sekolah/d-7917108/pakar-ungkap-risiko-anak-dikirim-ke-barak-militer-kekerasan-fisik-diskriminasi,KDM barak militer
"Video Temuan KPAI: 6,7% Siswa Tak Tahu Alasan Mereka Masuk Barak Militer","Komisi Perlindungan Anak Indonesia (KPAI) mengungkapkan faktor utama siswa dimasukkan ke dalam barak militer. Faktor utamanya mulai dari merokok, bolos sekolah, dan tawuran. Namun, ada 6,7 persen siswa yang tidak tahu alasan mereka dimasukkan ke dalam program ini. KPAI pun menyoroti asesmen yang tidak dilakukan oleh psikolog profesional, dan hanya lewat rekomendasi guru BK. Padahal, ada tiga SMP negeri yang belum ada guru BK-nya dan ini menjadi pertanyaan KPAI tentang siapa yang memberikan rekomendasi siswa dimasukkan ke barak.",2,"213 Views  |  Jumat, 16 Mei  2025",14:18 WIB,,,https://20.detik.com/detikupdate/20250516-250516094/video-temuan-kpai-67-siswa-tak-tahu-alasan-mereka-masuk-barak-militer,KDM barak militer
Video Veronica Tan soal Barak Militer: Aman untuk Didik Mental Anak Sekarang,Kebijakan Gubernur Jawa Barat Dedi Mulyadi mengirimkan anak ke barak militer didukung Kementerian Pemberdayaan Perempuan dan Perlindungan Anak. Wamen PPPA Veronica Tan pun menilai 'hukuman' tersebut aman untuk mendidik mental anak-anak.,3,"097 Views  |  Kamis, 15 Mei  2025",21:00 WIB,,,https://20.detik.com/detikupdate/20250515-250515152/video-veronica-tan-soal-barak-militer-aman-untuk-didik-mental-anak-sekarang,KDM barak militer
Al Haris Masih Mengkaji Soal Anak Nakal Dikirim ke Barak Militer,"Gubernur Jambi Al Haris merespon baik soal langkah Gubernur Jawa Barat Kang Dedi Mulyadi atau KDM dalam mengatasi anak-anak nakal buat dibina ke barak militer. Langkah KDM itu disebut Al Haris kemungkinan bisa diterapkan di Jambi namun saat ini masih butuh kajian lebih dalam lagi.

""Ya saya rasa saat ini di Jambi masih kondusif dan masih normatif atau masih normal-normal saja saya kira. Semua masih bisa diatasi dengan baik, jadi mungkin masih bisa diatasi dengan hal lain dulu belum lah mengarah ke sana (barak militer),"" kata Al Haris, Rabu (14/5/2025).

Meski belum mau melakukan cara pengiriman anak nakal ke barak militer, namun Al Haris menilai hal ini juga dapat membentuk karakter anak agar lebih disiplin, lebih tertata dalam kehidupan bermasyarakat ke depan.

SCROLL TO CONTINUE WITH CONTENT

""Sekarang ini memang belum kita terapkan ya, tapi nanti mungkin bisa saja ide yang sudah diterapkan di Jawa Barat bisa kita coba juga di Jambi juga,"" ujar Al Haris.

Dikatakan Al Haris, ide buat anak 'nakal"" dikirim ke barak militer bisa dijalankan di Jambi tentu harus punya kategori pula. Pertama anak 'nakal' karena terlibat geng motor yang brutal, lalu anak 'nakal' yang telah menjadi berandalan yang menganggu kenyamanan dan keamanan warga, kemudian anak 'nakal' yang sudah meresahkan di jalan raya.

""Mungkin yang ini bisa saja kita kirim nanti ke barak militer ya. Harus kita coba juga bagaimana mereka bisa terdidik nantinya di sana, tetapi itu belum waktunya pula, masih kita pelajari juga bagaimananya,"" terang Al Haris.

Selain itu, Al Haris juga mengatakan anak nakal dalam kategori yang akut, atau masih berstatus aktif di sekolah dinilai Al Haris itu kemungkinan bisa diatasi di sekolah mulai dari guru Bimbingan Konseling (BK), guru di sekolah hingga orang tua murid sendiri pastinya.

Tetapi, jika cara itu tak juga bikin anak-anak 'nakal' masih belum jera buat jadi baik. Maka bisa saja ide kirim ke barak militer akan diberikan pula.

""Jadi selama ini kan yang anak nakal tetapi status masih pelajar, ya bisa dari guru BK yang ambil alih termasuk orang tua juga ikut aktif mendidiknya. Akan tetapi jika sudah tidak mampu, ya sama pula dengan status berhenti sekolah, nakal sudah kelewatan, visa jadi secepatnya kita wacanakan juga kirim ke barak militer itu,"" tegas Al Haris.",Rabu,14 Mei  2025,14:00 WIB,detikSumbagsel,Berita,https://www.detik.com/sumbagsel/berita/d-7913373/al-haris-masih-mengkaji-soal-anak-nakal-dikirim-ke-barak-militer,KDM barak militer
"Video: Cara Jakarta Urus Anak Nakal, Bukan Kirim ke Barak Militer",Pemprov DKI Jakartapunya cara tersendiri untuk menangani anak nakal. Jakarta tidak akan mengikuti kebijakan seperti Pemprov Jabar yang memasukkan anak-anak nakal kebarak militer.,17,"155 Views  |  Rabu, 14 Mei  2025",10:28 WIB,,,https://20.detik.com/detikupdate/20250514-250514067/video-cara-jakarta-urus-anak-nakal-bukan-kirim-ke-barak-militer,KDM barak militer
"Bukan Kirim ke Barak Militer, Ini Cara Jakarta Tangani Anak Nakal","Jakarta memutuskan tak mengikuti kebijakan memasukkan anak-anak nakal kebarak militer. Jakarta menyatakan memiliki kebijakan sendiri.

""Jakarta adalah Jakarta. Jakarta tak akan meniru daerah lain,"" kata Gubernur Jakarta,Pramono Anung, Sabtu (3/5/2025).

Saat itu Pramono tak memberikan penjelasan lebih lanjut soal kebijakan Pemprov Jakarta dalam menangani anak-anak nakal. Beberapa hari kemudian, Staf khusus (stafsus) Gubernur Jakarta bidang Komunikasi Publik, Cyril Raoul Hakim alias Chico Hakim, memberi penjelasan.

SCROLL TO CONTINUE WITH CONTENT

Chico mengatakan Jakarta tidak akan mengikuti kebijakan Gubernur Jawa Barat yang memasukkan anak nakal ke barak militer. Dia mengatakan Jakarta memiliki kebijakan sendiri.

""Nggak ada, Jakarta mempunyai kebijakan tersendiri terkait dengan menertibkan warga, mendidik anak-anaknya, dan membina warganya,"" tutur Chico di Wihara Ekayana Arama, Jakarta Barat, Senin (12/5/2025).

Chico mengatakan pemerintah kota Jakarta akan memfokuskan pada kegiatan yang positif. Salah satunya terwujud dari kebijakan menambah jam operasional taman hingga perpustakaan.

""Kita akan menerapkan banyak hal, tapi lebih memadatkan kegiatan positif. Taman dibuka sampai malam, artinya membuka ruang bagi anak-anak untuk berkreasi di tempat yang seharusnya, termasuk perpustakaan,"" tutur Chico.

Terkait pernyataan Chico, Gubernur Jakarta Pramono Anung telah mengeluarkan kebijakan menambah jam operasional perpustakaan hingga pukul 10 malam. Setelah kebijakan itu dijalankan Pramono mengatakan jumlah pengunjung perpustakaan HB Jassin meningkat hingga 53%.

""Dan sekarang iniperpustakaanmaupun HB Jassin mengalami peningkatan pengunjung karena dibuka sampai dengan jam 10 malam hampir 53 persen,"" kata Pramono saat kunjungan ke perpustakaan HB Jassin, Jumat (9/5).

Selain perpustakaan, Pramono juga menambah jam operasional museum hingga taman. Diharapkan ruang-ruang tersebut dapat dipakai anak muda untuk menyalurkan energi, minat, dan bakatnya.

Sebelumnya, Dedi Mulyadi melontarkan wacana siswa yang sulit dibina atau terindikasi terlibat dalam pergaulan bebas ataupun tindakan kriminal diberi pendidikan karakter yang melibatkan unsur TNI-Polri. Wacana ini diinginkan Dedi untuk merespons sejumlah kasus kenakalan remaja di Jabar.

Bahkan ia mewacanakan program pendidikan karakter itu akan mulai digulirkan pada 2 Mei 2025 di beberapa wilayah di Jawa Barat. Pembinaan siswa bermasalah ke barak akan dilakukan secara bertahap.

""Tidak harus langsung di 27 kabupaten/kota. Kita mulai dari daerah yang siap dan dianggap rawan terlebih dahulu, lalu bertahap,"" ujar Dedi dilansir detikJabar, Selasa (29/4).



Tonton juga ""Pendapat Kak Seto Seusai Lihat Kondisi Siswa di Barak Militer Jabar"" di sini:

[Gambas:Video 20detik]

",Selasa,13 Mei  2025,10:35 WIB,detikNews,Berita,https://news.detik.com/berita/d-7911952/bukan-kirim-ke-barak-militer-ini-cara-jakarta-tangani-anak-nakal,KDM barak militer
