judul,isi,hari,tanggal,jam,kategori,link
Pelayanan Navaroos Jersey Tak Profesional,"Saya memesan custom jersey di Navaroos dengan mengikuti tautan info dari Facebook. Alamat penjual di Jl. Nasional III No. 7, Kali bondol, Wates, Kulon Progo, DIY (CS +62 823-6000-2013). Setelah chat dengan admin melalui WA sejak 30 Agustus 2024, termasuk saya kirim gambar screenshot dan tautan contoh pola jersey yang saya inginkan.

Saya meminta untuk berbicara guna penjelasan detail desain melalui voice call. Saya jelaskan detail termasuk perbedaan minor pada motif dan tulisan antara gambar contoh dengan custom desain. Selebihnya sama, termasuk ""pola lengan raglan"". Setelahnya maka sepakat pesan. Saya membayar uang muka Rp 61 ribu sebagai tanda jadi pada 20 September 2024.

Pada Jumat 06 September 2024, pihak Navaroos mengirim gambar desain melalui WA dengan nomor berbeda untuk menunjukkan desain. Namun gambar desain tersebut tidak sesuai dengan kesepakatan awal. Custom desain saya pakai lengan pola raglan, namun digambar dengan model lengan biasa. Saya tidak mau itu, lalu saya tawarkan untuk telepon agar jelas.

SCROLL TO CONTINUE WITH CONTENT

Navaroos mengatakan untuk revisi desain agar sesuai permintaan saya, maka saya diminta menambah biaya. Padahal kesalahan bukan dari saya. Saya sudah tunjukkan gambar dan tautan asli, namun mereka mendesain berbeda. Saya tak terima dan minta batal saja, karena merasa dijebak dengan gambar desain beda untuk kemudian ada biaya tambahan sebagai revisi.

Setelah beberapa saat, pihak Navaroos menyetujui revisi tanpa tambahan biaya lalu lanjut tahap produksi. Pada Sabtu 14 September 2024, jam 21:27 wib, Navaroos mengirim pesan WA agar saya mengirim kekurangan uang Rp 60 ribu (tanpa mengirim foto hasil jadi pesanan), sebelum proses kirim barang. Lalu Minggu 15 September 2024, saya membalas pesan untuk meminta foto fisik kaos jadi. Namun mereka membalas bahwa foto akan dikirim pada jam kerja dan hari kerja (di luar tanggal merah).

Padahal 15-16 September 2024 adalah tanggal merah. Padahal, WA customer service membalas di luar jam kerja. Alasannya, bagian dokumentasi libur. Itu hanya alasan yang dibuat. Terima kasih.

Anasgogo.anas.anas.go@gmail.com

Keluhan diatas belum ditanggapi oleh pihak terkait",Jumat,11 Okt 2024,14:15 WIB,detikNewsSuara Pembaca,https://news.detik.com/suara-pembaca/d-7583150/pelayanan-navaroos-jersey-tak-profesional
"Pesanan HP COD Hilang Saat Retur, Shopee Hanya Ganti Rugi 200 Ribu","Saya merupakan salah satu penjual di Shopee. Beberapa minggu lalu barang dagangan saya berupa HP Samsung dengan tipe Galaxy M54 hilang di ekspedisi J&T saat proses pengembalian/return barang. Namun pihak Shopee hanya membayar yang ganti rugi sebesar Rp 200.000.

Setelah saya teliti ternyata selama periode tersebut saya juga mendapatkan transaksi yang sejenis. Transaksi tersebut adalah pembelian dengan metode pembayaran COD (cash on delivery) yang lalu dibatalkan tanpa alasan yang jelas. Transaksi ini terjadinya beberapa kali dan kemungkinan merupakan modus baru penipuan.

Hal ini terlihat dengan ditangguhkan pihak pembeli yang Membeli di transaksi dimana barang saya hilang. Saya juga meminta kebijakan Shopee untuk memberikan ganti rugi yang lebih kepada saya. Karena sebagai pedagang kecil kehilangan barang seharga Rp 4 sangat merugikan saya.

SCROLL TO CONTINUE WITH CONTENT

MichaelNomor Transaksi: 240815CHTHGR3Yjuta

Keluhan diatas belum ditanggapi oleh pihak terkait",Senin,07 Okt 2024,18:27 WIB,detikNewsSuara Pembaca,https://news.detik.com/suara-pembaca/d-7576721/pesanan-hp-cod-hilang-saat-retur-shopee-hanya-ganti-rugi-200-ribu
Keluhan Tenant Yang Kecewa Pengelolaan Gedung Perbelanjaan,"Saya merupakan tenant ITC BSD sejak tahun 2005. AC sering tidak dingin, bau menyengat. Eskalator beberapa under service hingga berbulan-bulan. Toilet sering ditemukan kotor, keran air rusak, kloset rusak.

Sementara untuk kami tenant dituntut tanggung jawab dengan sanksi, denda telat satu hari service charge 3%. Membantu menarik rolling door kios macet dikenakan Rp 500 ribu. MCB kwh meter jika terjadi ngetrip hanya bersedia dibantu naikkan MCB sebanyak dua kali.

Belum lama juga terjadi kehilangan motor tenant padahal kartu member masih dipegang pemilik kendaraan. Perlu diketahui biaya sinking fund di ITC BSD ini mungkin yang tertinggi, yakni sebesar 20% dari biaya service charge.

SCROLL TO CONTINUE WITH CONTENT

Di mana tanggung jawab pengelola yang sudah sering kami komplain tetapi tidak juga kunjung membaik. Terima kasih.

Budiboedi_tju@yahoo.co.id

Keluhan diatas belum ditanggapi oleh pihak terkait",Senin,30 Sep 2024,12:41 WIB,detikNewsSuara Pembaca,https://news.detik.com/suara-pembaca/d-7564614/keluhan-tenant-yang-kecewa-pengelolaan-gedung-perbelanjaan
Kekecewaan Penonton Restricted View Konser Bruno Mars,"Saya adalah salah satu penonton konser Bruno Mars hari pertama di section 6B. Berikut pengaduan saya terhadap PK Entertainment (PT. Mitra Muda Jaya) selaku promotor konser.

Body Checking ketat tanpa ada tempat penitipan barang yang mengakibatkan banyak barang hilang ketika dititipkan. Payung saya Hilang begitu saja padahal sudah dititipkan. Staff yang tidak ramah terhadap penonton (perlu diadakan training tambahan terkait pelayanan masyarakat dan emotion control).

Konser yang mengecewakan dikarenakan tidak ada layar tambahan untuk penonton restricted view serta kurangnya pengawas yang mengakibatkan penonton pindah dari kursinya. Berikut pengaduan saya, mohon untuk ditanggapi dengan baik. Terima kasih.

SCROLL TO CONTINUE WITH CONTENT

Nathanielathania.leksmono@gmail.com

Keluhan diatas belum ditanggapi oleh pihak terkait",Jumat,20 Sep 2024,12:30 WIB,detikNewsSuara Pembaca,https://news.detik.com/suara-pembaca/d-7549416/kekecewaan-penonton-restricted-view-konser-bruno-mars
"Beli Susu Melalui Tokopedia, Barang Diterima Sudah Rusak","Pada tanggal 30 Agustus 2024 kami membeli susu Ultra melalui Tokopedia dengan nomor pesanan Inv/20240830/MPL/4119347538. Pesanan kami terima tanggal 02 September 2024, yang mana rumah dalam keadaan kosong.

Oleh kurir, pesanan diletakkan di atas tembok pagar rumah lalu mengirimkan chat Whatsapp untuk untuk video unboxing. Malam harinya saya buka dan sudah agak basah serta ada tulisan BROKEN LANJUt KIRIM Unboxing W/ybs.

Saya komplain ke penjual atas nama Barangmurahdong, driver si Cepat dan Tokopedia, namun tak ada solusi yang diberikan. Bahkan laporan saya dianggap sudah selesai tanpa adanya solusi. Terima kasih.

SCROLL TO CONTINUE WITH CONTENT

Eddyeddyks62@yahoo.com

Keluhan diatas belum ditanggapi oleh pihak terkait",Jumat,20 Sep 2024,11:43 WIB,detikNewsSuara Pembaca,https://news.detik.com/suara-pembaca/d-7549358/beli-susu-melalui-tokopedia-barang-diterima-sudah-rusak
Ditagih CIMB Niaga untuk Kartu Kredit Yang Tak Pernah Saya Miliki,"(SOLVED)



Sebelumnya saya mendapat informasi terkait pemakaian kartu kredit Bank CIMB Niaga, padahal saya tidak pernah mengajukan dan menggunakan kartu kredit Bank Niaga, bahkan kartu kredit tersebut tidak pernah saya terima. Oleh sebab itu saya melaporkan hal ini dan meminta pihak Bank CIMB Niaga untuk memblokir kartu kredit tersebut.

SCROLL TO CONTINUE WITH CONTENT

Saya sudah pernah datang ke kantor Bank CIMB Niaga (waktu itu belum CIMB) dan setelah itu tidak pernah ada kabar lagi dari Bank CIMB Niaga. Akhir tahun 2020, masih dilaporkan kredit macet atas nama saya sehingga menyulitkan dalam mendukung pengajuan kredit KPA anak saya.

Untuk menyelesaikan masalah ini, saya sudah menghubungi Call Center sudah lebih dari empat kali, tetapi belum mendapatkan solusi yang jelas. Harapan saya persoalan yang sudah sangat merepotkan saya ini bisa diselesaikan secepatnya, jika diperlukan dengan senang hati saya akan datang ke kantor CIMB Niaga.

Terima kasih atas perhatian dan kerjasamanya saya tunggu kabar baik dari bapak/ibu pihak Bank CIMB Niaga.

Harryharrypuspito59@gmail.comJawaban

Tanggapan CIMB Niaga

Sehubungan dengan surat Bapak Harry yang berjudul ""Ditagih CIMB Niaga untuk Kartu Kredit Yang Tak Pernah Saya Miliki"" (Detik.com, 19 September 2024), dengan ini kami sampaikan permohonan maaf atas ketidaknyamanan yang dialami Bapak Harry.

SCROLL TO CONTINUE WITH CONTENT

Sebagai tindak lanjut dari keluhan tersebut, kami telah menghubungi Bapak Harry untuk menjelaskan dan menyelesaikan permasalahan yang terjadi.

Dapat kami sampaikan juga bahwa untuk masukan dan keluhan atas pelayanan CIMB Niaga dapat menghubungi Layanan CIMB Niaga 14041 atau melalui email: 14041@cimbniaga.co.id.

Demikian kami sampaikan. Atas kerja sama dan dimuatnya tanggapan ini, kami ucapkan terima kasih.



Hery KurniawanCorporate Communications HeadPT Bank CIMB Niaga Tbk",Kamis,19 Sep 2024,11:38 WIB,detikNewsSuara Pembaca,https://news.detik.com/suara-pembaca/d-7547597/ditagih-cimb-niaga-untuk-kartu-kredit-yang-tak-pernah-saya-miliki
"Belum Selesai, Laporan Kartu Kredit Cashback Nyala OCBC NISP","(SOLVED)



Saya melakukan komplain cashback kartu kredit nyala yang tidak sesuai yang seharusnya mendapatkan 193.992 tetapi saya hanya menerima 129.332 dan sudah menyerahkan mutasi transaksi.

SCROLL TO CONTINUE WITH CONTENT

Laporan komplain diterima dengan nomor pelaporan 202406290546 dan diinformasikan akan diberikan di bulan Juli 2024. Sampai awal Agustus 2024, tidak ada penyesuaian cashback yang diberikan sebelumnya, malah laporan saya ditutup oleh sepihak oleh bank OCBC.

Saya menanyakan komplain tersebut pada tanggal 02 Agustus 2024, dibuatkan laporan baru dengan nomor laporan 202408021464 dan dijanjikan akan selesai pada bulan Agustus 2024. Setelah itu laporan saya ditutup sepihak oleh bank OCBC tanpa ada kejelasan status cashback.

Karena itu saya menelepon ke call center dan dibuatkan laporan lagi dengan nomor pelaporan 202409030477. Dan sampai surat

SunartoNomor pelaporan 202409030477Jawaban

Tanggapan Surat Pembaca Bapak Sunarto

Terima kasih kepada redaksi Detik.com yang telah menayangkan suara pembaca dari Bapak Sunarto Sosrosaputro pada 12 September 2024 perihal ""Belum Selesai, Laporan Kartu Kredit Cashback Nyala OCBC NISP"".

SCROLL TO CONTINUE WITH CONTENT

Menanggapi keluhan tersebut, kami mohon maaf atas ketidaknyamanan yang dialami Bapak Sunarto. Sebagai tindak lanjut, OCBC telah menghubungi Bapak Sunarto kembali untuk memberikan penjelasan lebih lanjut dan saat ini keluhan telah terselesaikan dengan baik.

Kami ucapkan terima kasih kepada Bapak Sunarto atas masukannya dan Detik.com yang telah menayangkan suara pembaca ini. OCBC senantiasa terbuka dan sangat mengapresiasi setiap masukan dari Nasabah. Hal ini sejalan dengan komitmen kami untuk senantiasa menghadirkan solusi dan layanan keuangan komprehensif, sesuai kebutuhan Nasabah yang terus berkembang.

Aleta HanafiBrand and Communication Division HeadPT Bank OCBC NISP Tbk",Kamis,12 Sep 2024,08:52 WIB,detikNewsSuara Pembaca,https://news.detik.com/suara-pembaca/d-7536741/belum-selesai-laporan-kartu-kredit-cashback-nyala-ocbc-nisp
Keluhan Pengguna E-commerce Kesulitan Batalkan Produk Pre-Order,"(SOLVED)



Pada tanggal 01 September 2024, saya melakukan transaksi pembelian voucher fisik emas di aplikasi e-commerce Blibli. Namun karena ada kesalahan nominal saya terlanjur melakukan pembayaran untuk voucher emas senilai Rp 500 ribu di toko resmi Laku Emas.

SCROLL TO CONTINUE WITH CONTENT

Padahal niat saya adalah untuk membeli produk voucher emas digital bukan berupa voucher fisik. Semula saya mengira bahwa pesanan yang sudah terbayar bisa dibatalkan oleh pihak Blibli namun ternyata untuk pembayaran menggunakan QRIS saya dilarang untuk membatalkan pesanan tersebut karena maraknya penyalahgunaan QRIS.

Saya malah dituduh melakukan pelanggaran dikarenakan pesanan tersebut. Padahal sumber dana yang saya gunakan murni dari tabungan bank bukan Paylater ataupun Kartu Kredit. Bersama dengan surat ini saya mohon kepada pihak Blibli agar lebih selektif dalam menangani keluhan pelanggan.

Di semua e-commerce di Indonesia selalu menyediakan opsi pembatalan dikarenakan ada banyaknya alasan. Jika konsumen tidak bisa membatalkan pesanan berarti pihak Blibli telah melakukan pelanggaran terhadap hak konsumen.

Tonytntptmtony@gmail.comJawaban

Tanggapan Blibli

Terima kasih atas perhatian Detik.com terkait surat pembaca yang dikirim oleh Bapak Tony Trisno pada 12 September 2024. Kami memahami kekhawatiran Bapak Tony terkait proses pembatalan produk yang telah dipesan di platform kami.

SCROLL TO CONTINUE WITH CONTENT

Untuk itu, kami mohon maaf atas ketidaknyamanan yang dialami, dan sebagai tindak lanjut, kami telah melakukan pengecekan, namun dengan berat hati kami sampaikan bahwa transaksi beliau tidak dapat dibatalkan karena pesanan sudah dalam proses pengiriman dan sudah diterima oleh Bapak Tony.

Memegang teguh kepercayaan dengan memberikan pelayanan terbaik bagi seluruh pelanggan dan seller maka kritik dan saran, juga pertanyaan tentang produk maupun kebutuhan informasi seputar cara belanja, dapat disampaikan melalui saluran komunikasi resmi kami, yakni:• Layanan Customer Care Blibli yang beroperasi selama 24 jam/7 hari• Nomor telepon: 0804-1-871-871• Email: customer.care@blibli.com

Lebih dari itu, sebagai bagian dari komitmen #PastiPuasTanpaTipuTipu Blibli, kami juga menyediakan layanan solusi Retur gratis selama 15 hari dihitung ketika produk sudah diterima pelanggan dan sampai di gudang Blibli, dengan syarat dan ketentuan berlaku, misalnya produk rusak serta tidak sesuai deskripsi.

Demikian kami sampaikan semoga berkenan. Sekali lagi, terima kasih atas kepercayaan Bapak Tony Trisno, juga dukungan dari Detik.com terhadap upaya Blibli untuk senantiasa memberikan yang terbaik bagi pemangku kepentingan kami.

Iwan Budi SantosoCustomer Management, Blibli",Kamis,12 Sep 2024,08:35 WIB,detikNewsSuara Pembaca,https://news.detik.com/suara-pembaca/d-7536724/keluhan-pengguna-e-commerce-kesulitan-batalkan-produk-pre-order
"Kuota Tri Tak Masuk, Saldo Shopeepay Terpotong dan Belum Kembali","Pada 28 Agustus 2024 (18.33), saya melakukan pembelian kuota sebesar 200GB seharga Rp 100.000 dengan ID transaksi. Pembayaran saya lakukan dengan Shopeepay. Setelah transaksi selesai, saldo saya terpotong, namun kuota yang seharusnya saya terima tidak masuk ke dalam akun saya. Hingga saat ini, kuota yang saya beli tidak muncul di daftar kuota saya.

Saya telah berusaha untuk menyelesaikan masalah ini dengan menghubungi layanan pelanggan Tri melalui berbagai saluran komunikasi, termasuk Triva chat (Bima+), WhatsApp, e-mail, call center, dan Twitter. Saya sudah menghubungi selama 3 hari (dari tanggal 28 Agustus 2024 - 31 Agustus 2024), namun, respons yang saya terima sangat mengecewakan.

Setiap kali saya menghubungi layanan pelanggan, saya selalu diminta untuk menunggu tanpa ada solusi yang jelas. Bahkan, percakapan seringkali diakhiri secara sepihak oleh pihak Tri tanpa penyelesaian. Terlebih lagi, ketika saya mencoba menghubungi melalui Twitter, saya sama sekali tidak mendapatkan respons.

SCROLL TO CONTINUE WITH CONTENT

Yang lebih membuat saya frustasi adalah pihak Tri menyatakan bahwa kuota yang saya beli telah masuk ke dalam akun saya, padahal faktanya tidak ada kuota tersebut di daftar kuota saya.

Saya menantikan tanggapan dan penyelesaian segera dari pihak manajemen. Jika masalah ini tidak segera diselesaikan, saya tidak akan ragu untuk membawa keluhan ini ke jalur yang lebih formal dan menyuarakan ketidakpuasan saya kepada publik yang lebih luas. Terima kasih.

Kartinimartalathakartini@gmail.com

Keluhan diatas belum ditanggapi oleh pihak terkait",Senin,09 Sep 2024,14:32 WIB,detikNewsSuara Pembaca,https://news.detik.com/suara-pembaca/d-7532027/kuota-tri-tak-masuk-saldo-shopeepay-terpotong-dan-belum-kembali
"Kecewa Pengurusan IMB, AJB & SHGB Perumahan PT Jababeka Tbk","Saya Utoyo Bernardi adalah salah satu pemilik rumah di kawasan Jababeka, yaitu New Gardenville sejak tahun 2020. Pada bulan Oktober 2023, saya telah mengajukan komplen ke Land Management setelah pengajuan komplain saya ke CCU tak ada respons lebih lanjut.

Namun hingga sampai saat ini belum ada update. Karena saya berencana melunasi rumah pada bulan November 2024, saya follow up terlebih dahulu ke Bank CIMB Niaga selaku Bank KPR. Namun sampai saat ini jaminan masih dalam bentuk PPJB, padahal Bank CIMB Niaga mengatakan harus ada AJB jika hendak lunas.

Pada hari Kamis, 22 Agustus 2024, saya memberi komentar pada setiap posting PT Jababeka Tbk agar komplainn saya lebih didengar. Kemudian Legal Staff PT Jababeka Tbk langsung menghubungi saya.

SCROLL TO CONTINUE WITH CONTENT

Namun sampai dengan surat ini saya kirimkan, belum ada solusi dari PT Jababeka Tbk perihal permasalahan yang saya alami tersebut. Terima kasih.

Utoyo Bernardiutoyo.bernardi@yahoo.co.id

Keluhan diatas belum ditanggapi oleh pihak terkait",Senin,02 Sep 2024,15:46 WIB,detikNewsSuara Pembaca,https://news.detik.com/suara-pembaca/d-7520727/kecewa-pengurusan-imb-ajb-shgb-perumahan-pt-jababeka-tbk
"Bayar PBB DKI Jakarta, Tagihan Tidak Terbayar","Saya merupakan pelanggan LinkAja yang menggunakan aplikasi ini untuk melakukan pembayaran PBB DKI Jakarta tahun 2020 pada tanggal 05 Juni 2020 pukul 09.41.09 WIB, melalui aplikasi dengan nilai total Rp 1.102.550 (termasuk biaya admin).

Pembayaran tersebut tercatat dengan nomor referensi CK3M0XVRB3. Akan tetapi pada tahun 2024, saat mengajukan mutasi nama di PBB tidak bisa karena PBB tahun 2020 masih tertunggak, UPPPD penjaringan telah memeriksa ke Tim Pusat Data dan Informasi Bapenda dengan hasil status pembayaran reversal pada tanggal 09/06/2020 14.27.21.

Namun saya tidak pernah terima pengembalian dana atas status pembayaran reversal tersebut. Atas kondisi ini saya sudah mengadukannya ke costumer servis di live chat aplikasi LinkAja, namun sayang keluhan saya hanya dijawab ""Tidak bisa membantu karena sudah lebih dari satu tahun"".

SCROLL TO CONTINUE WITH CONTENT

Melalui suara pembaca Detik.com ini, saya berharap pihak LinkAja mengembalikan dana saya karena saya sudah membayar kembali tunggakan PBB tahun 2020 agar mutasi nama PBB saya bisa diproses. Terima kasih.

Budimanbudiman_thio@yahoo.co.id

Keluhan diatas belum ditanggapi oleh pihak terkait",Senin,02 Sep 2024,15:38 WIB,detikNewsSuara Pembaca,https://news.detik.com/suara-pembaca/d-7520687/bayar-pbb-dki-jakarta-tagihan-tidak-terbayar
"Ajukan Refund Karena Jadwal Terbang Diubah, Refund Tiket.com Belum Diterima","Saya melakukan pemesanan tiket pesawat melalui Tiket.com dengan penerbangan maskapai Scoot tujuan CGK (Jakarta)-SGN (Ho Chi Minh) tanggal 17 Mei 2024 Pk.19.55 dan SGN-JKT 25 Mei 2024 dan mendapatkan Kode Booking V9J62J.

Tanggal 5 Mei 2024 pihak Tiket.com mengirimkan email yang menginformasikan bahwa jadwal penerbangan saya dipindahkan menjadi JKT-SGN 19 Mei 2024 sedangkan jadwal SGN-JKT tetap. Dikarenakan sudah booked hotel dan penerbangan Ho Chi Minh City ke kota lain tanggal 18 Mei 2024 sudah dibeli, maka saya mengajukan refund pada tanggal 6 Mei 2024 (Order ID #1254248453 - 1278230555).

Semenjak itu hanya ada email dari Tiket.com secara berkala yang mengatakan bahwa permintaan pembatalan tiket telah diajukan ke pihak maskapai pada nomor pelaporan 13839101 dan saat ini masih menunggu konfirmasi dari pihak maskapai.

SCROLL TO CONTINUE WITH CONTENT

Saya juga sudah menelepon customer service meminta alamat Tiket.com untuk komplain langsung. Dijawab bahwa tidak ada kantor Tiket.com yang melayani komplain pelanggan dan komplain hanya bisa disampaikan secara online. Namun sampai saat ini tidak ada kejelasan.

Ainiaini.anas@gmail.com

Keluhan diatas belum ditanggapi oleh pihak terkait",Jumat,23 Agu 2024,17:35 WIB,detikNewsSuara Pembaca,https://news.detik.com/suara-pembaca/d-7505345/ajukan-refund-karena-jadwal-terbang-diubah-refund-tiket-com-belum-diterima
